country,year,pop,areakm2 ,gdpnom,flights - WB,hotels,hotrooms,expend,receipt,ovnarriv,dayvisit,crusvis,arrpleas,arrbus,arrair,arrwat,emptour,carrycap,exptour,expbus,travx,travpas,arrafr,arram,arreap,arreur,arrme,arrse,arroth,arrausl,arrbel,araus,arrfra,arrger,arrchn,arrit,arrnet,arrswz,arrind,arruae,arrreu,arrsey,arrspa,arrsin,arrsaf,arrrus,arrswe,arruk,arrmad,ocrooms,ocbed,avstay,avcap,intrxgdp,ottexpdg,tbalgdp,topen,tcov,intxexg,intxexs,intxexal,intxcac,oteximg,otxims,otximal,otxcad
1,0,1187000,2040,.,12162,.,.,.,732000000,656000,22000,11000,651000,27000,646000,10000,.,.,.,.,542,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.
1,1,1189800,2040,4684000000,12269,95,9024,.,820000000,660000,15000,6000,648000,27000,650000,10000,.,.,467,156,623,197,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,2,1200200,2040,4911000000,12720,95,9623,.,829000000,682000,27000,18000,680000,29000,668000,14000,.,.,385,227,612,217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,3,1210400,2040,5825000000,12969,97,9647,.,960000000,702000,20000,9000,691000,31000,690000,12000,.,.,452,245,697,263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,4,1220500,2040,6594000000,14791,103,10640,.,1156000000,719000,20000,9000,709000,30000,708000,11000,.,.,525,331,856,300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,5,1243000,2040,6489000000,14743,99,10497,.,1189000000,761000,20000,9000,751000,30000,748000,13000,.,.,503,368,871,318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,6,1240800,2040,6732000000,13692,98,10666,.,1302000000,788000,19000,8000,775000,32000,775000,13000,.,.,638,367,1005,297,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1,7,1250900,2040,7792000000,12090,97,10857,.,1663000000,907000,26000,9000,898000,35000,895000,12000,26500,0.72,853,450,1304,359,211000,10000,40000,596000,5000,45000,.,19635,10945,10969,240028,65165,7739,69510,6331,17546,42974,1971,95823,14275,11092,2020,81733,5968,9891,107297,8842,76,68,.,17.28,21.3,4.8,16.4,26.3,433.1,74.3,75.4,37.4,30.2,10.5,24.5,7.3,6.2
1,8,1274200,2040,9641000000,11742,102,11488,.,1823000000,930000,40000,13000,933000,37000,914000,16000,28800,0.73,937,517,1454,369,213000,14000,40000,609000,7000,46000,1000,18852,11796,8974,260054,61484,8425,66432,6051,16037,43911,4109,96174,10604,12001,1758,84448,6763,8305,107919,10905,68,61,.,18.2,18.9,5.1,13.8,24,372.8,76.5,71.7,37,29.6,11.1,25.5,7.8,6.7
1,9,1284300,2040,8824000000,11144,102,11456,.,1390000000,871000,19000,14000,861000,29000,848000,23000,27000,0.68,731,389,1120,270,204000,13000,26000,580000,6000,41000,1000,10363,10254,8106,275599,51279,6925,56736,5527,15349,39252,3141,104946,7532,9549,1657,74176,5626,5060,101996,8333,61,54,.,18.22,15.7,4.3,11.4,20.1,362,71.7,62.1,33.3,27.5,11,23.9,7.5,6.7
1,10,1283400,2040,9706000000,11750,112,12075,.,1585000000,935000,21000,14000,920000,36000,911000,24000,27200,0.73,833,452,1285,300,226000,14000,31000,606000,6000,51000,1000,11493,10214,9255,302185,52886,7609,56540,4865,18577,49779,3470,114914,10160,8096,1909,81458,6615,4496,97548,9833,65,57,.,19.28,16.3,4.4,12,20.7,374.7,70.1,58.8,32,15.3,10.2,21.4,6.9,3.7
1,11,1288700,2040,11244000000,12353,109,11925,.,1813000000,965000,18000,12000,942000,41000,940000,25000,28000,0.75,952,537,1489,324,231000,14000,46000,610000,6000,56000,2000,15726,12029,8822,302004,56331,15133,52747,5179,24362,53955,3780,113000,8485,9801,2461,86232,12224,4325,88182,11449,65,57,.,18.85,16.1,3.8,12.3,19.9,424.6,68.5,55,30.5,14.7,8.7,17.1,5.7,3.1
1,12,1293500,2040,11466000000,12258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,0,.,451,615000000,18966,.,.,.,225000000,130000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,1,81000,451,622000000,20249,.,.,.,221000000,130000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,2,84000,451,698000000,22449,.,.,.,247000000,132000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,3,83000,451,706000000,18647,.,.,.,258000000,122000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,4,83000,451,857000000,19281,.,.,.,256000000,121000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,5,83000,451,937000000,19581,.,.,.,269000000,129000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,6,85000,451,1037000000,19526,.,.,.,323000000,141000,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,7,85000,451,1039000000,20727,103,2710,.,396000000,161000,10000,10000,153000,8000,159000,2000,.,1.89,260,65,326,70,17,4,4,130,5,2,.,844,2245,3316,31894,19421,1066,25546,1368,5467,1110,3035,2347,3159,3420,392,8106,5931,1052,16372,277,58,56,.,64.21,38.9,7.2,31.7,46,542.5,99.6,63,38.6,37.8,10.7,16,6.4,6.4
2,8,87000,451,962000000,11896,107,2360,.,408000000,159000,14000,14000,149000,10000,156000,3000,.,1.83,247,62,309,99,19,4,3,125,5,2,.,697,2225,3070,31386,21222,843,23818,1377,5268,1241,3553,2834,4086,2495,523,8219,6569,952,13755,687,60,57,.,55.66,44.3,7,37.4,51.3,637.5,93.2,66.9,38.9,37.4,7.6,17.6,5.3,5.3
2,9,87000,451,841000000,11238,115,2490,.,349000000,158000,20000,20000,147000,10000,155000,2000,.,1.81,205,51,257,92,18,5,4,122,6,2,.,675,2185,2852,31341,19736,919,26114,1297,5597,1616,3842,3389,3476,2599,511,8208,8098,756,11292,316,56,54,.,57.85,44.3,7,37.3,51.3,634.5,80.8,58.1,33.8,31.8,7.5,14.4,4.9,4.9
2,10,90000,451,973000000,12989,124,2510,.,352000000,175000,16000,16000,165000,10000,174000,1000,.,2.02,219,55,274,78,22,4,4,132,8,4,.,928,2247,3446,35026,21314,1078,25602,1435,6523,2671,5387,4483,3631,2627,625,10425,8942,983,12322,349,58,57,.,61.02,.,.,.,.,558.7,87.9,59.5,35.5,33.8,8.6,14.7,5.4,5.3
2,11,87000,451,1060000000,14202,132,.,.,378000000,194000,.,.,187000,7000,193000,1000,.,2.26,236,55,291,87,24,5,6,144,12,3,.,980,2512,3745,39370,23706,2124,25674,1747,7644,2380,8488,4789,3867,2769,526,10559,8840,1084,13335,590,.,.,.,.,.,.,.,.,581.5,79.1,61.5,34.6,32.8,7.4,15.4,5,4.9
2,12,.,451,1031000000,11878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,,,,,,.,.,.,.,.,.,.,.
3,0,777000,440,788000000,62070,,,.,291000000,207000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,792000,440,778000000,72001,,,.,272000000,215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,805000,440,807000000,63361,,,.,274000000,218000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,817000,440,849000000,67163,,,.,300000000,239000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,828000,440,905000000,25700,,,.,337000000,246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,839000,440,1002000000,26985,,,.,309000000,245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,849000,440,1141000000,26175,,,.,327000000,254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,859000,440,1296000000,27746,4157,.,.,338000000,262000,673000,673000,251000,11000,262000,673000,.,3.05,,,338,,.,141000,.,115000,.,.,6000,,,,1841,3480,,6147,,,,,,,,,,,,96801,,,,,,26.1,4,22.1,30.1,650,570.2,64.8,58.2,51.6,8,18.3,5.6,5.3
3,8,869000,440,1355000000,28356,4673,.,.,334000000,266000,597000,597000,258000,8000,266000,597000,.,3.06,,,334,,.,152000,.,110000,.,.,4000,,,,1710,3597,,7212,,,,,,,,,,,,89514,,,65.97,,69.93,24.7,4.3,20.4,28.9,575.9,510.8,59.6,53.4,48.5,8.7,21.4,6.2,5.9
3,9,878000,440,1211000000,26371,.,.,.,305000000,234000,710000,710000,228000,6000,234000,710000,.,2.67,,,305,,.,138000,.,93000,.,.,3000,,,,1567,3752,,7726,,,,,,,,,,,,73251,,,.,,.,25.1,4.4,20.7,29.6,564.8,601.1,59.7,54.3,49.6,11.3,23.7,7.6,7.4
3,10,887000,440,1136000000,39865,.,.,.,298000000,230000,557000,558000,225000,5000,230000,558000,.,2.59,,,298,,.,137000,.,89000,.,.,4000,,,,1661,3339,,10180,,,,,,,,,,,,66623,,,.,,.,25.8,4.5,21.3,30.3,573.1,657.4,62.3,56.9,51.6,11.5,23,7.6,7.3
3,11,818000,440,1125000000,36534,.,.,.,312000000,241000,606000,606000,234000,7000,241000,606000,.,2.69,,,312,,.,145000,.,92000,.,.,4000,,,,1747,2899,,11048,,,,,,,,,,,,69184,,,.,,.,27.9,4.5,23.4,32.4,624,718.1,63.2,58.1,53.1,11.7,23,7.8,7.4
3,12,,440,1176000000,33606,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,.,.,,.,,,,,,,,,,,,.,,,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,0,101500,344,523000000,.,,,.,93000000,129000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,1,101700,344,523000000,.,,,.,83000000,123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,2,102000,344,544000000,.,,,.,91000000,132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,3,102200,344,596000000,.,,,.,104000000,142000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,4,102500,344,602000000,.,,,.,86000000,134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,5,102700,344,701000000,.,,,.,71000000,99000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,6,103000,344,705000000,.,,,.,94000000,119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,
4,7,103400,344,764000000,.,70,1628,.,109000000,130000,275000,270000,104000,26000,125000,5000,.,1.26,.,.,109,.,1000,64000,3000,42000,.,.,20000,1669,118,529,864,2737,.,695,502,580,.,.,.,.,214,.,595,180,426,33976,.,.,.,8.7,24.65,14.3,2.1,12.2,16.4,681.3,267.6,73.5,57.7,44.8,4.9,14.7,3.7,3.4
4,8,103700,344,832000000,.,74,1782,.,109000000,130000,298000,293000,104000,26000,125000,5000,.,1.25,.,.,109,.,1000,66000,1000,45000,.,.,18000,411,175,520,1063,3183,.,612,403,663,.,.,.,.,194,.,141,227,442,35439,.,.,.,8.44,25.23,13.1,1.3,11.8,14.4,990.9,269.3,73,57.4,43.7,3.2,9.7,2.4,2.3
4,9,104100,344,776000000,.,80,1884,.,99000000,114000,346000,343000,95000,19000,109000,4000,.,1.1,.,.,99,.,1000,62000,1000,36000,.,.,14000,248,134,545,1105,2698,.,578,340,617,.,.,.,.,165,.,181,170,386,27715,.,.,.,8.52,25.71,12.8,1.3,11.5,14.1,990,280.5,71.3,56.8,41.7,3.8,10.2,2.8,2.6
4,10,104500,344,770000000,.,115,2155,.,97000000,110000,335000,333000,89000,21000,105000,5000,.,1.05,.,.,97,.,1000,59000,1000,35000,.,.,14000,313,175,512,1229,2613,.,697,486,645,.,.,.,.,195,.,159,211,481,26591,.,.,.,8.5,32.41,12.4,1.3,11.1,13.7,970,320,70.4,57.7,43.8,3.5,10.7,2.6,2.5
4,11,104900,344,780000000,.,81,1900,.,105000000,118000,312000,310000,98000,20000,114000,4000,.,1.12,.,.,105,.,1000,65000,1000,36000,.,.,15000,306,171,500,132,2347,.,512,357,705,.,.,.,.,154,.,176,145,638,27828,.,.,.,8.21,27.45,12.9,1.2,11.6,14.1,1050,288.8,71,57,44.7,3.4,10.5,2.6,2.4
4,12,.,344,790000000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,0,638200,765,7966000000,21303,,,,854000000,3869000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,642500,765,7969000000,20492,,,,886000000,4388000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,642100,765,8489000000,19752,,,,985000000,4831000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,647200,765,9745000000,28508,,,,1206000000,4844000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,671800,765,11233000000,32488,,,,1504000000,5667000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,724800,765,13457000000,.,,,,1603000000,6313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,811400,765,15848000000,.,,,,1786000000,7289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,925700,765,18468000000,.,100,.,1854000,1854000000,7833000,2898000,.,6788000,1045000,1642000,53000,,5.33,,,1105,749,109000,267000,390000,507000,5451000,1109000,.,35874,7582,7053,38009,54312,13193,25545,19212,5270,718415,61630,.,490,6398,4226,23768,3967,4731,263684,25,57.8,.,1.9,.,10.1,3.7,6.5,13.8,276.3,13.6,50.4,10.7,.,6.1,39.4,5.3,2.7
5,8,1052000,765,22146000000,.,101,9217,1927000,1927000000,8631000,.,.,7362000,1269000,1855000,80000,,8.2,,,1166,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60.5,.,2.1,.,8.8,3.2,5.6,12,273.7,11.1,49.2,9.1,.,4.9,34.7,4.3,2.8
5,9,1170000,765,19287000000,69808,105,8367,1873000,1873000000,8861000,.,.,.,.,1941000,94000,,7.58,,,1118,755,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,9.6,3.1,6.6,12.7,313.7,15.8,48.9,11.9,.,6.2,34.3,5.3,4.1
5,10,1262000,765,21488000000,62473,100,8679,2163000,2163000000,11952000,.,.,.,.,2280000,143000,,9.47,,,1362,801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.9,.,10,3.2,6.8,13.1,316.2,15.8,51.1,12.1,.,6.1,35.9,5.2,4.2
5,11,1324000,765,25866000000,60779,101,9010,1766000,1766000000,6732000,.,.,6082000,650000,1521000,55000,,5.09,,,1035,731,100000,91000,339000,513000,4276000,1213000,.,27315,7079,6196,38742,55329,22418,28197,17715,3504,837514,42789,.,478,9205,3915,21976,10630,3490,250551,20,33.4,.,1.89,10.34,.,.,.,.,196.4,9,53.6,7.7,,7.4,50.5,6.5,4
5,12,.,765,27026000000,61904,.,.,.,,.,.,.,.,.,.,,,.,,,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
6,0,267500,431,3098000000,.,,,,733000000,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,268200,431,3096000000,.,,,,706000000,507000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,268800,431,3115000000,.,,,,666000000,498000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,269400,431,3244000000,.,,,,767000000,531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,269900,431,3492000000,.,,,,784000000,552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,270500,431,3908000000,.,,,,1081000000,548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,271000,431,4197000000,.,,,,1235000000,563000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,271600,431,4483000000,.,.,6300,1224000,1224000000,575000,616000,616000,516000,58000,575000,616000,,2.12,1217,0.1,1217,7,3000,303000,10000,251000,.,4000,3000,7777,885,688,2896,5569,478,3631,583,1415,3090,277,.,6,992,175,2659,713,1391,222700,.,56.1,57.2,7.4,.,27.3,6.5,20.8,33.8,422.1,232.9,72,55,47.3,17.1,43.4,12.2,10.8
6,8,272200,431,4344000000,.,.,6984,1244000,1244000000,568000,597000,597000,508000,60000,568000,597000,,2.09,1237,0.5,1237,7,1000,309000,4000,250000,.,1000,2000,2102,763,529,2875,6111,399,4004,510,1410,963,139,.,5,1167,126,501,1116,1519,219095,.,.,.,.,.,28.6,6.4,22.2,35,445.9,254.2,68.3,53.8,47.6,15.4,36.8,10.9,9.8
6,9,272800,431,4396000000,.,.,6917,1122000,1122000000,519000,635000,635000,463000,55000,519000,635000,,1.9,1111,0.7,1112,10,1000,292000,3000,219000,.,1000,2000,1169,647,710,2416,7038,531,4421,412,1597,959,188,.,.,953,117,413,1024,1270,189713,.,.,.,.,.,25.5,6.7,18.9,32.2,382.9,295.1,74.6,59.6,47.7,221.4,41.2,14.1,11.6
6,10,273300,431,4245000000,.,.,6659,1074000,1074000000,532000,665000,665000,479000,53000,532000,665000,,1.95,1070,1.2,1071,3,1000,313000,4000,211000,.,2000,1000,1971,624,857,2524,7300,397,3944,310,1821,1317,260,.,2,863,112,652,1217,1526,180290,.,.,.,.,.,25.2,8.2,17,33.4,306,249.4,65.6,51.9,44,23.3,47.8,15.7,13.8
6,11,273900,431,4313000000,.,.,6775,.,.,568000,619000,619000,514000,54000,568000,619000,,2.07,.,.,.,.,1000,337000,4000,224000,.,1000,1000,1765,550,916,3167,8401,403,4426,357,1994,1230,152,.,10,924,86,366,1718,2299,189150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
6,12,.,431,4490000000,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7,0,62100,53,3480000000,.,,,,431000000,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,62500,53,3680000000,.,,,,351000000,278000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,62800,53,3937000000,.,,,,378000000,284000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,63000,53,4187000000,.,,,,348000000,257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,63300,53,4485000000,.,,,,426000000,272000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,63600,53,4868000000,.,,,,429000000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,63800,53,5414000000,.,,,,495000000,299000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,64000,53,5895000000,.,.,2766,569000000,569000000,306000,354000,354000,238000,68000,306000,354000,,4.78,446,123,569,.,.,257000,1000,36000,.,,12000,509,.,118,1007,1402,.,1114,.,507,.,.,.,.,.,.,.,.,.,30386,,67.1,.,4.88,87.34,.,.,.,.,125.6,2247.2,35.4,34.9,13.6,38.9,40.6,19.9,9.3
7,8,64200,53,6110000000,.,.,2736,431000000,431000000,264000,286000,286000,203000,61000,264000,286000,,4.11,322,109,431,.,.,217000,1000,35000,.,.,11000,409,.,171,954,1293,.,1544,.,545,.,.,.,.,.,.,.,.,.,29255,,59.1,.,5,86.26,.,.,.,.,93.9,1832.5,29.4,29,11.1,39.6,44.1,20.9,9.8
7,9,64400,53,5806000000,.,.,2830,366000000,366000000,236000,318000,318000,185000,50000,236000,318000,,3.66,286,80,366,.,.,198000,1000,29000,.,.,8000,475,.,135,754,1032,.,1253,.,595,.,.,.,.,.,.,.,.,.,23905,,51.1,.,4.84,90.28,.,.,.,.,89.9,1276.6,27.6,27,11.4,38.2,441.4,19.9,10.1
7,10,64300,53,5765000000,.,.,2695,442000000,442000000,232000,348000,348000,184000,48000,232000,348000,,3.59,325,117,442,.,.,196000,1000,28000,.,.,7000,703,.,168,711,994,.,1244,.,887,.,.,.,.,.,.,.,.,.,23240,,54,.,4.94,88.58,.,.,.,.,106,3010.9,31.5,31.2,13.7,42.4,41.2,20.8,10.6
7,11,64700,53,.,.,.,.,472000000,472000000,236000,416000,416000,.,.,236000,416000,,3.65,343,123,466,6,.,202000,1000,27000,.,.,6000,691,.,176,698,1116,.,1184,.,880,.,.,.,.,.,.,.,.,.,21524,,.,.,.,.,.,.,.,.,114.3,3498.9,33.1,32.7,14.4,45.4,42.4,21.9,10.7
7,12,.,53,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,,.,.,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8,0,437200,4033,539000000,13010,,,,64000000,115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,445100,4033,563000000,8745,,,,77000000,134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,452700,4033,621000000,8735,,,,100000000,126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,460000,4033,814000000,9434,,,,135000000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,466800,4033,924000000,16612,,,,153000000,157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,472900,4033,972000000,19905,,,,177000000,198000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,478300,4033,1109000000,19862,,,,280000000,242000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,483000,4033,1333000000,21086,150,5368,375000,375000000,267000,.,.,.,.,267000,.,0.55,,293,11,304,71,300,5000,.,228000,.,.,34000,.,.,971,23646,31329,.,46324,.,3197,.,.,.,.,.,.,307,.,.,46688,.,.,40.13,4.3,20.22,28.2,9.2,18.9,37.4,304.9,538.2,5.6,66.3,37.6,16.8,40.8,11.9,10.6
8,8,487400,4033,1569000000,12236,158,6172,432000,432000000,285000,.,.,.,.,285000,.,0.58,,338,14,352,80,200,4000,.,234000,.,.,47000,.,.,876,21057,32705,.,48956,.,2669,.,.,.,.,.,.,193,.,.,51680,.,.,48.33,5.21,23.43,.,.,.,.,302.1,419.9,71.1,60.8,37.2,17.5,39,12.1,10.9
8,9,491600,4033,1605000000,11560,173,6367,349000,349000000,287000,.,.,.,.,287000,.,0.58,,264,22,286,63,200,4000,.,244000,.,.,39000,.,.,977,22675,40138,.,42628,.,2277,.,.,.,.,.,.,175,.,.,57011,.,.,44.9,5.89,23.84,.,.,.,.,240.7,433.7,71.8,61.6,35.6,19.2,44.5,13.4,12.2
8,10,496000,4033,1662000000,10363,178,5891,387000,387000000,336000,.,.,.,.,336000,.,0.68,,265,13,278,109,200,3000,.,298000,.,.,35000,.,.,962,43496,48920,.,40717,.,2054,.,.,.,.,.,.,218,.,.,72019,.,.,49.99,5.73,22.98,.,.,.,.,280.4,315.3,75.4,60.8,36.5,17.1,44.9,12.4,11.5
